,FixationSeq,FixationX,FixationY,FixationStart,FixationDuration
149592,1715.0,538.0,323.0,1250488.0,126.0
149625,1716.0,111.0,231.0,1250764.0,124.0
149968,1717.0,295.0,293.0,1253621.0,117.0
150226,1718.0,549.0,305.0,1255771.0,125.0
150328,1719.0,256.0,276.0,1256621.0,175.0
150364,1720.0,399.0,325.0,1256922.0,126.0
150447,1721.0,676.0,358.0,1257612.0,109.0
150577,1722.0,875.0,923.0,1258696.0,142.0
150601,1723.0,912.0,900.0,1258898.0,171.0
150621,1724.0,956.0,937.0,1259076.0,296.0
150910,1725.0,414.0,331.0,1261471.0,192.0
150934,1726.0,424.0,346.0,1261672.0,125.0
151128,1727.0,427.0,343.0,1263288.0,482.0
151649,1729.0,932.0,957.0,1267628.0,169.0
151671,1730.0,924.0,879.0,1267813.0,184.0
151694,1731.0,968.0,895.0,1268004.0,128.0
151779,1732.0,111.0,216.0,1268712.0,109.0
151827,1733.0,296.0,350.0,1269112.0,125.0
151858,1734.0,479.0,450.0,1269370.0,125.0
151875,1735.0,475.0,458.0,1269512.0,133.0
151910,1736.0,613.0,450.0,1269809.0,104.0
151992,1737.0,273.0,324.0,1270486.0,128.0
152094,1738.0,416.0,308.0,1271336.0,109.0
152181,1739.0,481.0,365.0,1272061.0,160.0
152202,1740.0,464.0,364.0,1272237.0,157.0
152226,1741.0,457.0,364.0,1272436.0,116.0
152289,1742.0,538.0,249.0,1272962.0,140.0
152382,1743.0,567.0,345.0,1273737.0,132.0
152430,1744.0,323.0,381.0,1274136.0,183.0
152813,1745.0,855.0,13.0,1277328.0,141.0
153117,1746.0,23.0,212.0,1279861.0,109.0
153187,1747.0,1424.0,589.0,1280444.0,121.0
153209,1748.0,1434.0,654.0,1280631.0,179.0
153235,1749.0,1476.0,456.0,1280844.0,151.0
153255,1750.0,1483.0,443.0,1281011.0,158.0
153275,1751.0,1461.0,437.0,1281177.0,200.0
153307,1752.0,1421.0,428.0,1281446.0,207.0
153333,1753.0,1418.0,434.0,1281664.0,789.0
153480,1754.0,1198.0,86.0,1282885.0,134.0
153712,1755.0,78.0,334.0,1284825.0,193.0
153774,1756.0,63.0,388.0,1285335.0,125.0
153907,1757.0,251.0,368.0,1286443.0,100.0
153922,1758.0,318.0,405.0,1286568.0,152.0
153988,1759.0,342.0,365.0,1287118.0,100.0
154009,1760.0,366.0,401.0,1287293.0,103.0
154023,1761.0,374.0,405.0,1287410.0,299.0
154376,1762.0,890.0,860.0,1290350.0,118.0
154391,1763.0,914.0,883.0,1290476.0,116.0
154558,1764.0,145.0,369.0,1291868.0,100.0
154578,1765.0,51.0,336.0,1292039.0,320.0
154690,1766.0,88.0,448.0,1292969.0,216.0
154717,1767.0,89.0,428.0,1293193.0,300.0
154755,1768.0,76.0,455.0,1293509.0,149.0
154774,1769.0,107.0,456.0,1293667.0,156.0
154808,1770.0,542.0,842.0,1293951.0,125.0
154918,1771.0,691.0,898.0,1294868.0,188.0
154946,1772.0,802.0,905.0,1295101.0,217.0
155104,1773.0,1438.0,532.0,1296419.0,115.0
155119,1774.0,1442.0,500.0,1296543.0,183.0
155146,1775.0,1384.0,505.0,1296767.0,134.0
155283,1776.0,1380.0,538.0,1297909.0,241.0
155376,1777.0,50.0,340.0,1298684.0,134.0
155401,1778.0,23.0,309.0,1298892.0,266.0
155443,1779.0,104.0,429.0,1299245.0,688.0
155575,1780.0,92.0,451.0,1300344.0,214.0
155623,1781.0,98.0,424.0,1300742.0,250.0
155655,1782.0,85.0,448.0,1301008.0,211.0
155682,1783.0,91.0,462.0,1301233.0,413.0
155742,1784.0,385.0,468.0,1301733.0,211.0
155769,1785.0,422.0,449.0,1301958.0,158.0
155806,1786.0,394.0,803.0,1302266.0,316.0
155987,1788.0,432.0,474.0,1303774.0,167.0
156035,1789.0,866.0,919.0,1304178.0,163.0
156063,1790.0,857.0,910.0,1304408.0,275.0
156135,1791.0,789.0,850.0,1305008.0,116.0
156180,1792.0,47.0,393.0,1305382.0,400.0
156229,1793.0,87.0,480.0,1305791.0,193.0
156253,1794.0,127.0,462.0,1305991.0,215.0
156339,1795.0,416.0,463.0,1306703.0,209.0
156376,1796.0,507.0,447.0,1307012.0,125.0
156399,1797.0,579.0,436.0,1307203.0,135.0
156582,1798.0,964.0,452.0,1308728.0,109.0
156615,1799.0,986.0,827.0,1309003.0,251.0
156655,1800.0,990.0,413.0,1309337.0,157.0
156682,1801.0,978.0,437.0,1309561.0,101.0
156701,1802.0,977.0,422.0,1309719.0,125.0
156717,1803.0,976.0,418.0,1309853.0,300.0
156754,1804.0,1056.0,364.0,1310161.0,126.0
156773,1805.0,1093.0,257.0,1310319.0,168.0
156827,1806.0,1108.0,851.0,1310769.0,109.0
156855,1807.0,1020.0,907.0,1311003.0,133.0
156921,1808.0,1232.0,892.0,1311555.0,249.0
156981,1809.0,1451.0,712.0,1312055.0,115.0
157017,1810.0,1226.0,887.0,1312354.0,242.0
157074,1811.0,1379.0,713.0,1312828.0,148.0
157101,1812.0,975.0,455.0,1313053.0,260.0
157176,1813.0,992.0,436.0,1313684.0,153.0
157215,1814.0,1064.0,939.0,1314003.0,117.0
157280,1815.0,987.0,877.0,1314545.0,131.0
157303,1816.0,980.0,954.0,1314737.0,233.0
157362,1817.0,1005.0,468.0,1315228.0,137.0
157384,1818.0,951.0,952.0,1315412.0,184.0
157454,1819.0,1206.0,9.0,1315999.0,112.0
157480,1820.0,1316.0,8.0,1316211.0,104.0
157584,1821.0,783.0,681.0,1317078.0,150.0
157988,1823.0,878.0,577.0,1320444.0,267.0
158028,1824.0,787.0,558.0,1320778.0,158.0
158067,1825.0,873.0,564.0,1321102.0,184.0
158093,1826.0,886.0,163.0,1321318.0,109.0
158490,1827.0,818.0,605.0,1324628.0,173.0
158612,1828.0,805.0,950.0,1325642.0,109.0
158645,1829.0,615.0,901.0,1325918.0,134.0
158720,1830.0,588.0,909.0,1326543.0,116.0
158738,1831.0,585.0,909.0,1326695.0,124.0
158763,1832.0,573.0,907.0,1326904.0,114.0
158808,1833.0,581.0,903.0,1327276.0,118.0
158828,1834.0,570.0,909.0,1327443.0,117.0
158857,1835.0,933.0,949.0,1327685.0,1484.0
159152,1836.0,1258.0,169.0,1330143.0,134.0
159230,1837.0,1321.0,356.0,1330793.0,117.0
159349,1838.0,1481.0,664.0,1331785.0,158.0
159613,1839.0,1286.0,183.0,1333985.0,190.0
159852,1841.0,1422.0,662.0,1335976.0,115.0
159879,1842.0,1406.0,672.0,1336201.0,142.0
159971,1843.0,852.0,729.0,1336967.0,117.0
160005,1844.0,698.0,757.0,1337251.0,183.0
160103,1845.0,1398.0,668.0,1338068.0,241.0
160161,1846.0,1424.0,632.0,1338550.0,192.0
160198,1847.0,1441.0,541.0,1338859.0,100.0
160235,1848.0,1458.0,486.0,1339167.0,113.0
160266,1849.0,1421.0,471.0,1339433.0,334.0
160332,1850.0,890.0,724.0,1339975.0,763.0
160521,1851.0,356.0,684.0,1341550.0,108.0
160551,1852.0,285.0,719.0,1341800.0,199.0
160608,1853.0,1457.0,650.0,1342277.0,109.0
160654,1854.0,1412.0,724.0,1342659.0,133.0
160671,1855.0,1430.0,649.0,1342799.0,242.0
160749,1856.0,1446.0,562.0,1343449.0,103.0
160767,1857.0,1481.0,554.0,1343599.0,600.0
160843,1858.0,1405.0,561.0,1344233.0,200.0
160893,1859.0,825.0,752.0,1344649.0,175.0
160919,1860.0,731.0,768.0,1344866.0,211.0
160948,1861.0,842.0,750.0,1345110.0,105.0
160978,1862.0,569.0,683.0,1345358.0,167.0
161058,1863.0,581.0,694.0,1346024.0,141.0
161082,1864.0,546.0,673.0,1346226.0,124.0
161111,1865.0,739.0,778.0,1346466.0,150.0
161144,1866.0,837.0,753.0,1346741.0,101.0
161164,1867.0,353.0,699.0,1346909.0,324.0
161236,1868.0,1397.0,658.0,1347510.0,168.0
161275,1869.0,1430.0,575.0,1347834.0,177.0
161297,1870.0,1390.0,577.0,1348016.0,133.0
161316,1871.0,1390.0,570.0,1348174.0,121.0
161331,1872.0,1391.0,559.0,1348300.0,101.0
161367,1873.0,901.0,758.0,1348599.0,126.0
161399,1874.0,710.0,774.0,1348872.0,186.0
161424,1875.0,722.0,767.0,1349075.0,100.0
161437,1876.0,815.0,761.0,1349183.0,233.0
161475,1877.0,677.0,807.0,1349504.0,129.0
161514,1878.0,895.0,926.0,1349825.0,158.0
161538,1879.0,949.0,916.0,1350024.0,175.0
161562,1880.0,1021.0,907.0,1350225.0,291.0
161605,1881.0,826.0,790.0,1350583.0,158.0
161625,1882.0,815.0,767.0,1350750.0,183.0
161649,1883.0,812.0,772.0,1350949.0,801.0
161746,1884.0,1055.0,905.0,1351757.0,234.0
161783,1885.0,816.0,771.0,1352066.0,275.0
161872,1886.0,779.0,794.0,1352807.0,100.0
161894,1887.0,833.0,771.0,1352991.0,467.0
161955,1888.0,824.0,769.0,1353502.0,184.0
161987,1889.0,950.0,743.0,1353765.0,334.0
162028,1890.0,837.0,771.0,1354108.0,499.0
162112,1891.0,980.0,829.0,1354807.0,105.0
162147,1892.0,974.0,734.0,1355102.0,122.0
162174,1893.0,868.0,760.0,1355324.0,195.0
162202,1894.0,597.0,736.0,1355557.0,226.0
162232,1895.0,591.0,734.0,1355807.0,117.0
162266,1896.0,386.0,712.0,1356092.0,107.0
162292,1897.0,243.0,741.0,1356316.0,508.0
162384,1898.0,984.0,749.0,1357073.0,242.0
162460,1899.0,1052.0,904.0,1357707.0,225.0
162489,1900.0,1062.0,904.0,1357953.0,146.0
162511,1901.0,1181.0,910.0,1358132.0,208.0
162539,1902.0,1043.0,917.0,1358365.0,150.0
162559,1903.0,974.0,915.0,1358532.0,133.0
162576,1904.0,926.0,917.0,1358673.0,167.0
162600,1905.0,741.0,818.0,1358874.0,222.0
162627,1906.0,724.0,793.0,1359098.0,109.0
162656,1907.0,834.0,854.0,1359345.0,220.0
162714,1908.0,1069.0,913.0,1359823.0,492.0
162774,1909.0,1120.0,911.0,1360323.0,358.0
162823,1910.0,1042.0,749.0,1360733.0,191.0
162847,1911.0,994.0,743.0,1360932.0,151.0
162874,1912.0,1107.0,890.0,1361156.0,133.0
162902,1913.0,1133.0,915.0,1361389.0,120.0
162920,1914.0,1147.0,907.0,1361539.0,208.0
162957,1915.0,740.0,803.0,1361848.0,308.0
162995,1916.0,702.0,804.0,1362164.0,1077.0
163120,1917.0,691.0,799.0,1363243.0,296.0
163164,1918.0,817.0,775.0,1363572.0,109.0
163232,1919.0,832.0,783.0,1364140.0,144.0
163275,1920.0,963.0,736.0,1364498.0,160.0
163296,1921.0,981.0,737.0,1364673.0,242.0
163338,1922.0,993.0,726.0,1365023.0,208.0
163407,1923.0,1023.0,723.0,1365597.0,209.0
163494,1924.0,1010.0,732.0,1366323.0,108.0
163518,1925.0,1023.0,711.0,1366523.0,130.0
163551,1926.0,613.0,730.0,1366798.0,141.0
163608,1927.0,401.0,747.0,1367273.0,108.0
163630,1928.0,267.0,735.0,1367458.0,114.0
163700,1929.0,1045.0,932.0,1368039.0,100.0
163713,1930.0,996.0,929.0,1368147.0,126.0
164058,1931.0,810.0,798.0,1371022.0,101.0
164120,1932.0,869.0,750.0,1371539.0,208.0
164148,1933.0,964.0,716.0,1371772.0,259.0
164230,1934.0,863.0,59.0,1372455.0,101.0
164432,1935.0,970.0,259.0,1374138.0,108.0
164481,1936.0,67.0,294.0,1374552.0,119.0
164509,1937.0,62.0,396.0,1374781.0,124.0
164529,1938.0,81.0,607.0,1374946.0,109.0
164563,1939.0,104.0,607.0,1375231.0,216.0
164705,1940.0,1351.0,197.0,1376413.0,125.0
164756,1941.0,1438.0,636.0,1376838.0,142.0
164778,1942.0,1453.0,541.0,1377021.0,134.0
164799,1943.0,1442.0,544.0,1377196.0,150.0
164819,1944.0,1431.0,517.0,1377363.0,200.0
164844,1945.0,1403.0,510.0,1377571.0,217.0
164932,1946.0,81.0,625.0,1378304.0,125.0
164977,1947.0,281.0,650.0,1378680.0,257.0
165009,1948.0,245.0,633.0,1378946.0,100.0
165026,1949.0,351.0,642.0,1379087.0,309.0
165066,1950.0,458.0,630.0,1379423.0,473.0
165125,1951.0,594.0,620.0,1379912.0,142.0
165177,1952.0,654.0,599.0,1380346.0,233.0
165243,1953.0,652.0,595.0,1380896.0,109.0
165325,1954.0,835.0,661.0,1381580.0,125.0
165450,1955.0,1215.0,828.0,1382621.0,128.0
165468,1956.0,1330.0,867.0,1382771.0,234.0
165520,1957.0,1280.0,840.0,1383205.0,158.0
165661,1958.0,1330.0,874.0,1384379.0,159.0
165681,1959.0,1316.0,897.0,1384546.0,195.0
165747,1960.0,1006.0,642.0,1385096.0,133.0
165769,1961.0,912.0,637.0,1385280.0,100.0
165828,1962.0,92.0,649.0,1385771.0,100.0
165841,1963.0,117.0,670.0,1385880.0,125.0
165866,1964.0,273.0,658.0,1386087.0,217.0
165906,1965.0,343.0,670.0,1386421.0,216.0
165936,1966.0,365.0,861.0,1386670.0,167.0
165963,1967.0,300.0,684.0,1386896.0,208.0
165989,1968.0,319.0,665.0,1387111.0,118.0
166012,1969.0,634.0,915.0,1387304.0,100.0
166037,1970.0,667.0,903.0,1387513.0,208.0
166090,1971.0,428.0,634.0,1387955.0,115.0
166197,1972.0,890.0,644.0,1388845.0,112.0
166244,1973.0,1007.0,649.0,1389237.0,117.0
166347,1974.0,977.0,832.0,1390095.0,108.0
166376,1975.0,1105.0,901.0,1390337.0,117.0
166469,1976.0,1088.0,839.0,1391112.0,141.0
166608,1977.0,1278.0,879.0,1392270.0,142.0
166647,1978.0,1241.0,889.0,1392597.0,240.0
166794,1979.0,1398.0,633.0,1393820.0,195.0
166920,1980.0,308.0,634.0,1394870.0,149.0
166942,1981.0,443.0,622.0,1395052.0,126.0
166976,1982.0,568.0,618.0,1395335.0,139.0
167011,1983.0,650.0,618.0,1396031.0,212.0
167161,1984.0,829.0,925.0,1396877.0,100.0
167188,1985.0,675.0,918.0,1397102.0,200.0
167265,1986.0,433.0,612.0,1397744.0,158.0
167335,1987.0,862.0,597.0,1398327.0,192.0
167467,1988.0,1195.0,765.0,1399429.0,107.0
167482,1989.0,1200.0,858.0,1399554.0,132.0
167499,1990.0,1159.0,886.0,1399695.0,185.0
167564,1991.0,1053.0,962.0,1400236.0,275.0
167630,1992.0,1285.0,63.0,1400787.0,116.0
167657,1993.0,1269.0,120.0,1401011.0,409.0
167742,1994.0,587.0,140.0,1401724.0,145.0
167839,1995.0,1226.0,168.0,1402528.0,141.0
168061,1996.0,1145.0,57.0,1404377.0,125.0
168080,1997.0,1370.0,9.0,1404535.0,167.0
168323,1998.0,1292.0,140.0,1406563.0,101.0
168571,2000.0,243.0,838.0,1408627.0,241.0
168605,2001.0,259.0,751.0,1408909.0,192.0
168639,2002.0,255.0,741.0,1409193.0,184.0
168879,2003.0,250.0,730.0,1411201.0,108.0
168893,2004.0,268.0,732.0,1411317.0,467.0
169045,2005.0,325.0,638.0,1412584.0,102.0
169065,2006.0,272.0,704.0,1412752.0,929.0
169224,2007.0,1286.0,233.0,1414067.0,110.0
169246,2008.0,1301.0,239.0,1414250.0,116.0
169275,2009.0,290.0,624.0,1414493.0,124.0
169299,2010.0,248.0,676.0,1414692.0,100.0
169451,2011.0,796.0,908.0,1415960.0,894.0
169617,2013.0,1029.0,903.0,1417342.0,234.0
169647,2014.0,1048.0,908.0,1417593.0,183.0
169671,2015.0,1117.0,895.0,1417793.0,208.0
169698,2016.0,1120.0,897.0,1418019.0,106.0
169731,2017.0,1123.0,914.0,1418293.0,108.0
169746,2018.0,1120.0,905.0,1418418.0,133.0
169764,2019.0,1126.0,897.0,1418571.0,105.0
169778,2020.0,1127.0,901.0,1418685.0,124.0
169862,2021.0,298.0,710.0,1419387.0,197.0
169887,2022.0,268.0,718.0,1419593.0,133.0
169904,2023.0,270.0,717.0,1419733.0,167.0
170026,2024.0,1491.0,86.0,1420751.0,100.0
170069,2025.0,335.0,868.0,1421108.0,109.0
170083,2026.0,308.0,863.0,1421225.0,117.0
170098,2027.0,264.0,854.0,1421350.0,167.0
170181,2028.0,258.0,739.0,1422042.0,258.0
170213,2029.0,276.0,754.0,1422308.0,384.0
170274,2030.0,224.0,730.0,1422817.0,133.0
170291,2031.0,255.0,749.0,1422958.0,286.0
170441,2032.0,249.0,691.0,1424208.0,224.0
170494,2033.0,1232.0,378.0,1424650.0,100.0
170551,2034.0,301.0,648.0,1425125.0,101.0
170568,2035.0,251.0,704.0,1425266.0,175.0
170597,2036.0,787.0,913.0,1425508.0,150.0
170737,2037.0,1315.0,334.0,1426674.0,158.0
170880,2038.0,975.0,972.0,1427866.0,329.0
170962,2039.0,1119.0,846.0,1428549.0,142.0
171078,2040.0,1117.0,910.0,1429516.0,309.0
171174,2041.0,824.0,901.0,1430316.0,109.0
171240,2042.0,1021.0,83.0,1430865.0,134.0
171436,2043.0,1168.0,738.0,1432498.0,390.0
171534,2044.0,1172.0,818.0,1433315.0,135.0
171674,2045.0,1182.0,816.0,1434483.0,166.0
171723,2046.0,1132.0,816.0,1434891.0,133.0
171847,2047.0,1445.0,628.0,1435925.0,132.0
171872,2048.0,1435.0,689.0,1436132.0,142.0
171924,2049.0,1023.0,833.0,1436565.0,227.0
172013,2050.0,1402.0,696.0,1437307.0,125.0
172031,2051.0,1394.0,703.0,1437459.0,148.0
172096,2052.0,1023.0,823.0,1437999.0,141.0
172129,2053.0,1143.0,812.0,1438273.0,124.0
172178,2054.0,893.0,825.0,1438681.0,109.0
172206,2055.0,1156.0,808.0,1438915.0,286.0
172242,2056.0,1160.0,815.0,1439215.0,142.0
172263,2057.0,1154.0,819.0,1439393.0,280.0
172428,2058.0,1159.0,819.0,1440765.0,442.0
172520,2059.0,1151.0,812.0,1441532.0,125.0
172605,2060.0,1291.0,416.0,1442239.0,630.0
172857,2061.0,439.0,818.0,1444339.0,109.0
172905,2062.0,329.0,833.0,1444739.0,333.0
173013,2063.0,31.0,814.0,1445639.0,159.0
173037,2064.0,317.0,839.0,1445839.0,359.0
173087,2065.0,674.0,916.0,1446256.0,184.0
173122,2066.0,749.0,918.0,1446547.0,350.0
173266,2067.0,124.0,828.0,1447748.0,275.0
173343,2068.0,339.0,842.0,1448390.0,334.0
173431,2069.0,650.0,820.0,1449126.0,114.0
173464,2070.0,833.0,816.0,1449398.0,149.0
173508,2071.0,1038.0,818.0,1449764.0,208.0
173539,2072.0,1144.0,809.0,1450027.0,120.0
173563,2073.0,979.0,972.0,1450222.0,219.0
173594,2074.0,794.0,833.0,1450485.0,378.0
173713,2075.0,447.0,168.0,1451472.0,124.0
173766,2076.0,588.0,132.0,1451914.0,106.0
174011,2077.0,1692.0,13.0,1453955.0,120.0
174085,2078.0,1097.0,823.0,1454572.0,210.0
174143,2079.0,1088.0,597.0,1455055.0,125.0
174508,2080.0,1377.0,356.0,1458096.0,101.0
174854,2081.0,1359.0,301.0,1460979.0,108.0
174879,2082.0,1370.0,265.0,1461189.0,182.0
174908,2083.0,1390.0,300.0,1461430.0,232.0
175286,2084.0,572.0,917.0,1464580.0,107.0
175370,2085.0,845.0,912.0,1465278.0,751.0
175465,2086.0,841.0,914.0,1466070.0,101.0
175502,2087.0,837.0,912.0,1466382.0,296.0
175545,2088.0,833.0,912.0,1466737.0,116.0
175578,2089.0,1008.0,550.0,1467011.0,110.0
175655,2090.0,1033.0,802.0,1467661.0,109.0
175676,2091.0,1010.0,866.0,1467830.0,131.0
175961,2092.0,883.0,917.0,1470204.0,205.0
175996,2093.0,1178.0,347.0,1470496.0,128.0
176019,2094.0,1450.0,158.0,1470687.0,108.0
176075,2095.0,1358.0,359.0,1471157.0,308.0
176123,2096.0,1366.0,379.0,1471554.0,175.0
176263,2097.0,1354.0,365.0,1472720.0,166.0
176302,2098.0,1370.0,391.0,1473045.0,125.0
176332,2099.0,1430.0,540.0,1473295.0,150.0
176380,2100.0,1446.0,600.0,1473696.0,140.0
176495,2101.0,1359.0,342.0,1474653.0,511.0
176646,2102.0,1107.0,448.0,1475910.0,382.0
176820,2104.0,1085.0,498.0,1477361.0,108.0
176922,2105.0,1404.0,235.0,1478210.0,110.0
176941,2106.0,1434.0,227.0,1478369.0,158.0
177006,2107.0,1099.0,491.0,1478910.0,109.0
177258,2108.0,1094.0,514.0,1481010.0,125.0
177277,2109.0,1180.0,328.0,1481171.0,122.0
177618,2110.0,1378.0,317.0,1484010.0,184.0
177652,2111.0,1363.0,353.0,1484293.0,250.0
177748,2112.0,1349.0,279.0,1485093.0,100.0
177810,2113.0,1109.0,540.0,1485609.0,184.0
177942,2114.0,1053.0,863.0,1486710.0,126.0
177998,2115.0,1143.0,464.0,1487177.0,108.0
178036,2116.0,1323.0,313.0,1487494.0,100.0
178056,2117.0,1368.0,286.0,1487660.0,143.0
178380,2120.0,1142.0,205.0,1490359.0,142.0
178424,2121.0,1165.0,217.0,1490729.0,265.0
178458,2122.0,1283.0,306.0,1491012.0,365.0
178525,2123.0,1160.0,205.0,1491568.0,175.0
178611,2124.0,1199.0,154.0,1492284.0,137.0
178740,2125.0,1210.0,884.0,1493359.0,384.0
178857,2126.0,1435.0,688.0,1494335.0,117.0
178875,2127.0,1391.0,683.0,1494484.0,225.0
178931,2128.0,1440.0,708.0,1494951.0,124.0
179037,2129.0,1003.0,206.0,1495833.0,184.0
179219,2130.0,1055.0,941.0,1497354.0,104.0
179232,2131.0,1008.0,961.0,1497464.0,428.0
179440,2132.0,1432.0,584.0,1499192.0,175.0
179800,2133.0,857.0,44.0,1502191.0,100.0
179865,2134.0,1197.0,53.0,1502732.0,109.0
179934,2135.0,916.0,831.0,1503307.0,119.0
180090,2136.0,1044.0,831.0,1504608.0,117.0
180148,2137.0,488.0,850.0,1505092.0,191.0
180198,2138.0,451.0,699.0,1505508.0,125.0
180421,2139.0,1087.0,258.0,1507367.0,125.0
180567,2140.0,513.0,283.0,1508583.0,100.0
180637,2141.0,1459.0,596.0,1509166.0,108.0
180657,2142.0,1467.0,493.0,1509336.0,104.0
180678,2143.0,1443.0,492.0,1509507.0,163.0
180702,2144.0,1398.0,491.0,1509709.0,133.0
180720,2145.0,1399.0,496.0,1509860.0,110.0
180772,2146.0,1015.0,278.0,1510292.0,199.0
180872,2147.0,1444.0,598.0,1511127.0,164.0
180893,2148.0,1407.0,621.0,1511299.0,941.0
181102,2149.0,521.0,296.0,1513040.0,151.0
181159,2150.0,1043.0,316.0,1513516.0,170.0
181373,2151.0,1327.0,225.0,1515298.0,142.0
181425,2152.0,973.0,300.0,1515731.0,160.0
181452,2153.0,1074.0,252.0,1515959.0,107.0
181826,2154.0,1116.0,198.0,1519074.0,123.0
181908,2155.0,563.0,786.0,1519756.0,135.0
182017,2156.0,560.0,224.0,1520664.0,108.0
182032,2157.0,506.0,206.0,1520789.0,176.0
182402,2158.0,867.0,878.0,1523873.0,131.0
182498,2159.0,471.0,849.0,1524673.0,117.0
182601,2160.0,1104.0,834.0,1525531.0,109.0
182668,2161.0,862.0,891.0,1526091.0,115.0
182923,2162.0,884.0,875.0,1528223.0,116.0
182949,2163.0,853.0,838.0,1528439.0,150.0
183319,2164.0,1455.0,579.0,1531513.0,275.0
183354,2165.0,1444.0,575.0,1531805.0,117.0
183375,2166.0,1420.0,583.0,1531980.0,400.0
183688,2167.0,1383.0,106.0,1534588.0,104.0
184160,2168.0,1028.0,762.0,1538521.0,180.0
184267,2169.0,1092.0,884.0,1539413.0,151.0
184837,2170.0,648.0,750.0,1544162.0,142.0
184866,2171.0,259.0,552.0,1544407.0,107.0
185079,2172.0,1504.0,582.0,1546178.0,118.0
185109,2173.0,1442.0,650.0,1546428.0,142.0
185243,2174.0,395.0,857.0,1547550.0,112.0
185292,2175.0,251.0,716.0,1547954.0,208.0
185325,2176.0,277.0,729.0,1548229.0,324.0
185463,2177.0,896.0,886.0,1549378.0,134.0
185513,2178.0,955.0,892.0,1549797.0,118.0
185548,2179.0,960.0,890.0,1550087.0,141.0
185602,2180.0,840.0,42.0,1550536.0,125.0
185624,2181.0,950.0,900.0,1550723.0,113.0
185639,2182.0,957.0,908.0,1550845.0,142.0
185695,2183.0,322.0,751.0,1551312.0,253.0
185825,2185.0,711.0,246.0,1552394.0,109.0
185917,2186.0,769.0,127.0,1553161.0,175.0
185954,2187.0,1048.0,109.0,1553559.0,110.0
186049,2188.0,1000.0,847.0,1554353.0,131.0
186377,2189.0,950.0,391.0,1557087.0,250.0
186470,2190.0,745.0,14.0,1557858.0,133.0
186899,2191.0,893.0,839.0,1561433.0,125.0
187115,2192.0,1437.0,584.0,1563232.0,109.0
187180,2193.0,1056.0,336.0,1563774.0,151.0
187199,2194.0,993.0,357.0,1563933.0,432.0
187285,2195.0,1166.0,352.0,1564652.0,138.0
187400,2196.0,1416.0,510.0,1565608.0,283.0
187439,2197.0,1181.0,416.0,1565935.0,222.0
187495,2198.0,1300.0,306.0,1566398.0,143.0
187513,2199.0,1307.0,312.0,1566551.0,107.0
187561,2200.0,1340.0,233.0,1566948.0,225.0
187618,2201.0,1148.0,320.0,1567423.0,200.0
187645,2202.0,1035.0,342.0,1567648.0,134.0
187859,2203.0,343.0,432.0,1569431.0,142.0
187879,2204.0,315.0,384.0,1569604.0,144.0
187900,2205.0,334.0,342.0,1569773.0,200.0
187996,2206.0,306.0,393.0,1570573.0,208.0
188029,2207.0,219.0,372.0,1570849.0,209.0
188056,2208.0,318.0,390.0,1571073.0,193.0
188088,2209.0,330.0,414.0,1571340.0,133.0
188108,2210.0,472.0,384.0,1571506.0,167.0
188179,2211.0,212.0,362.0,1572097.0,102.0
188234,2212.0,640.0,401.0,1572557.0,115.0
188294,2213.0,914.0,345.0,1573056.0,150.0
188534,2215.0,341.0,425.0,1575056.0,126.0
188593,2216.0,66.0,396.0,1575551.0,157.0
188650,2217.0,304.0,383.0,1576023.0,136.0
188676,2218.0,355.0,848.0,1576239.0,250.0
188712,2219.0,899.0,875.0,1576543.0,139.0
188731,2220.0,865.0,891.0,1576699.0,140.0
188782,2221.0,768.0,901.0,1577125.0,394.0
188838,2222.0,759.0,902.0,1577594.0,147.0
188868,2223.0,768.0,900.0,1577839.0,392.0
188955,2224.0,768.0,905.0,1578568.0,154.0
188989,2225.0,774.0,904.0,1578848.0,141.0
189008,2226.0,909.0,931.0,1579006.0,126.0
189024,2227.0,921.0,928.0,1579139.0,214.0
189218,2228.0,1158.0,795.0,1580756.0,100.0
189261,2229.0,1241.0,267.0,1581114.0,100.0
189293,2230.0,657.0,329.0,1581381.0,102.0
189350,2231.0,1162.0,344.0,1581856.0,125.0
189425,2232.0,1400.0,636.0,1582482.0,115.0
189468,2233.0,1438.0,464.0,1582838.0,218.0
189497,2234.0,1399.0,462.0,1583080.0,280.0
189534,2235.0,1182.0,324.0,1583388.0,227.0
189583,2236.0,1408.0,450.0,1583796.0,100.0
189731,2237.0,602.0,339.0,1585030.0,100.0
189816,2238.0,1139.0,271.0,1585741.0,397.0
189865,2239.0,1138.0,285.0,1586149.0,166.0
189898,2240.0,1072.0,299.0,1586421.0,134.0
189922,2241.0,995.0,298.0,1586621.0,168.0
190008,2242.0,619.0,296.0,1587337.0,167.0
190049,2243.0,581.0,352.0,1587679.0,101.0
190088,2244.0,388.0,322.0,1588004.0,140.0
190109,2245.0,416.0,378.0,1588182.0,147.0
190154,2246.0,82.0,345.0,1588555.0,442.0
190271,2247.0,1124.0,816.0,1589529.0,125.0
190376,2248.0,1344.0,881.0,1590404.0,183.0
190427,2249.0,1251.0,299.0,1590831.0,252.0
190466,2250.0,1049.0,967.0,1591155.0,133.0
190839,2251.0,1429.0,548.0,1594263.0,159.0
190885,2252.0,1414.0,635.0,1594646.0,191.0
190944,2253.0,1242.0,781.0,1595137.0,150.0
