,StudyName,ExportDate,Name,Age,Gender,StimulusName,SlideType,EventSource,UTCTimestamp,Timestamp,MediaTime,TimeSignal,GazeLeftx,GazeLefty,GazeRightx,GazeRighty,PupilLeft,PupilRight,DistanceLeft,DistanceRight,CameraLeftX,CameraLeftY,CameraRightX,CameraRightY,ValidityLeft,ValidityRight,GazeX,GazeY,GazeAOI,InterpolatedGazeX,InterpolatedGazeY,GazeEventType,GazeVelocityAngle,SaccadeSeq,SaccadeStart,SaccadeDuration,FixationSeq,FixationX,FixationY,FixationStart,FixationDuration,FixationAOI,PostMarker,Annotation,LiveMarker,KeyStroke,MarkerText,SceneType,SceneOutput,SceneParent Current_task
11697,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211302696,20170609_141302696,97741,104844,1497,522,-1,-1,-1,-1,524.2216,-1,0.4396609,0.497632,-1,-1,0,4,1497,522,,1497,522,,0,,,,89,1496,533,97741,129,,,,,,,,,
11776,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211303350,20170609_141303350,98394,105503,424,604,479,667,2.738586,2.81102,511.793,506.7662,0.4487196,0.4987347,0.3187431,0.4957515,0,0,452,636,,452,636,,0,,,,90,451,640,98394,192,,,,,,,,,
11810,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211303633,20170609_141303633,98677,105786,-1,-1,678,649,-1,-1,-1,503.9054,-1,-1,0.3185556,0.4958936,4,0,678,649,,678,649,,0,,,,91,668,641,98677,142,,,,,,,,,
11835,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211303844,20170609_141303844,98888,105994,814,607,861,615,-1,-1,522.7903,508.9871,0.4480238,0.4982634,0.3182644,0.4963233,0,0,838,611,,838,611,,0,,,,92,836,609,98888,323,,,,,,,,,
11973,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211304992,20170609_141304992,100036,107144,850,592,901,615,-1,-1,533.6891,512.8821,0.4461268,0.4986545,0.3168902,0.4977066,0,0,876,604,,876,604,,0,,,,93,869,611,100036,175,,,,,,,,,
11995,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211305176,20170609_141305176,100220,107327,785,618,858,629,2.84169,2.968063,535.8265,516.9772,0.4461202,0.4987409,0.316625,0.4974477,0,0,822,624,,822,624,,0,,,,94,813,607,100220,190,,,,,,,,,
12129,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211306291,20170609_141306291,101335,108444,1202,571,-1,-1,-1,-1,530.7094,-1,0.4417155,0.499229,-1,-1,0,4,1202,571,,1202,571,,0,,,,95,1212,577,101335,135,,,,,,,,,
12148,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211306451,20170609_141306451,101495,108602,1363,577,1362,597,2.728943,2.706985,528.5392,510.3615,0.4409824,0.4992678,0.3115237,0.4979641,0,0,1362,587,,1362,587,,0,,,,96,1353,583,101495,350,,,,,,,,,
12193,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211306825,20170609_141306825,101869,108977,1477,579,1492,570,2.666962,2.697647,525.3002,513.2128,0.4407098,0.4995983,0.3109416,0.4981521,0,0,1484,574,,1484,574,,0,,,,97,1477,584,101869,208,,,,,,,,,
12221,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211307059,20170609_141307059,102103,109211,1400,590,1394,589,-1,-1,520.7419,508.9695,0.4423079,0.4999251,0.3120857,0.4978846,0,0,1397,590,,1397,590,,0,,,,98,1371,593,102103,259,,,,,,,,,
12531,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211309641,20170609_141309641,104685,111794,1327,621,-1,-1,-1,-1,514.8244,-1,0.4453065,0.5003358,-1,-1,0,4,1327,621,,1327,621,,0,,,,100,1336,641,104685,126,,,,,,,,,
12624,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211310416,20170609_141310416,105461,112569,448,772,456,833,-1,-1,509.014,510.6783,0.4516618,0.5014727,0.320183,0.499642,0,0,452,802,,452,802,,0,,,,101,459,816,105461,183,,,,,,,,,
12695,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211311011,20170609_141311011,106056,113160,-1,-1,445,804,-1,-1,-1,508.5166,-1,-1,0.3298078,0.4980706,4,0,445,804,,445,804,,0,,,,102,453,793,106056,131,,,,,,,,,
12724,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211311252,20170609_141311252,106297,113402,379,774,446,834,2.791138,2.827728,508.6296,505.823,0.4650433,0.5018404,0.3333153,0.4953551,0,0,412,804,,412,804,,0,,,,103,429,813,106297,414,,,,,,,,,
12778,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211311699,20170609_141311699,106744,113852,405,765,420,825,2.784286,2.864334,510.3272,508.6961,0.4672826,0.4996247,0.3362387,0.491688,0,0,412,795,,412,795,,0,,,,104,405,808,106744,275,,,,,,,,,
12812,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211311982,20170609_141311982,107027,114135,-1,-1,419,838,-1,-1,-1,505.396,-1,-1,0.3329893,0.4944742,4,0,419,838,,419,838,,0,,,,105,407,822,107027,117,,,,,,,,,
12828,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211312116,20170609_141312116,107161,114268,396,788,430,845,-1,-1,511.1362,505.5354,0.4664818,0.5022507,0.3340634,0.4953236,0,0,413,816,,413,816,,0,,,,106,401,818,107161,141,,,,,,,,,
12875,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211312509,20170609_141312509,107554,114660,-1,-1,413,830,-1,-1,-1,504.0588,-1,-1,0.3386651,0.4974631,4,0,413,830,,413,830,,0,,,,107,401,818,107554,123,,,,,,,,,
12893,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211312657,20170609_141312657,107702,114810,-1,-1,402,836,-1,-1,-1,504.7368,-1,-1,0.3384784,0.4984008,4,0,402,836,,402,836,,0,,,,108,396,820,107702,200,,,,,,,,,
12938,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211313032,20170609_141313032,108077,115185,-1,-1,394,839,-1,-1,-1,505.0493,-1,-1,0.3366339,0.4996487,4,0,394,839,,394,839,,0,,,,109,395,823,108077,367,,,,,,,,,
12983,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211313407,20170609_141313407,108452,115560,-1,-1,410,862,-1,-1,-1,505.9405,-1,-1,0.3350843,0.5005836,4,0,410,862,,410,862,,0,,,,110,435,868,108452,309,,,,,,,,,
13021,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211313724,20170609_141313724,108769,115877,476,920,471,900,3.110626,3.152496,508.27,507.5082,0.4694701,0.5092009,0.3358198,0.5011181,0,0,474,910,,474,910,,0,,,,111,476,918,108769,201,,,,,,,,,
13068,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211314116,20170609_141314116,109161,116268,486,838,510,878,-1,-1,509.2208,508.5354,0.4677188,0.5084447,0.334626,0.5009004,0,0,498,858,,498,858,,0,,,,112,498,833,109161,174,,,,,,,,,
13090,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211314299,20170609_141314299,109344,116452,469,802,469,836,3.088593,3.152618,501.1852,508.9302,0.4685386,0.5080246,0.3345507,0.5000045,0,0,469,819,,469,819,,0,,,,113,449,827,109344,244,,,,,,,,,
13120,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211314549,20170609_141314549,109594,116702,506,826,461,844,3.030685,3.134811,498.1423,507.8188,0.4665216,0.5066295,0.332696,0.4983523,0,0,484,835,,484,835,,0,,,,114,449,825,109594,200,,,,,,,,,
13156,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211314856,20170609_141314856,109901,117002,390,604,411,581,2.906693,3.060211,497.2628,514.2294,0.4580707,0.5043243,0.3277965,0.4963388,0,0,400,592,,400,592,,0,,,,115,404,588,109892,143,,,,,,,,,
13188,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211315117,20170609_141315117,110162,117268,-1,-1,417,314,-1,-1,-1,520.8077,-1,-1,0.32643,0.5023069,4,0,417,314,,417,314,,0,,,,116,418,304,110162,173,,,,,,,,,
13227,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211315440,20170609_141315440,110485,117593,-1,-1,579,235,-1,-1,-1,531.3936,-1,-1,0.3306244,0.5013653,4,0,579,235,,579,235,,0,,,,117,563,227,110485,159,,,,,,,,,
13249,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211315626,20170609_141315626,110671,117776,-1,-1,401,262,-1,2.747986,-1,529.2304,-1,-1,0.3399052,0.4997486,4,0,401,262,,401,262,,0,,,,118,404,281,110671,197,,,,,,,,,
13309,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211316128,20170609_141316128,111173,118276,532,228,564,247,2.792114,2.816055,524.2592,533.845,0.4788147,0.5123839,0.3608413,0.4949251,0,0,548,238,,548,238,,0,,,,119,554,226,111173,128,,,,,,,,,
13401,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211316890,20170609_141316890,111935,119043,-1,-1,407,519,-1,-1,-1,527.1086,-1,-1,0.3664701,0.5009922,4,0,407,519,,407,519,,0,,,,120,398,514,111935,175,,,,,,,,,
13476,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211317517,20170609_141317517,112562,119668,1303,1046,1349,1004,-1,-1,559.4609,545.4273,0.4564969,0.5335292,0.334652,0.5252956,0,0,1326,1025,,1326,1025,,0,,,,121,1314,1025,112562,140,,,,,,,,,
13497,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211317691,20170609_141317691,112736,119843,1423,1031,1448,1001,-1,-1,556.4797,533.0579,0.444775,0.5309868,0.3214425,0.5272582,0,0,1436,1016,,1436,1016,,0,,,,122,1441,1015,112736,141,,,,,,,,,
13535,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211318009,20170609_141318009,113054,120160,1452,1040,-1,-1,-1,-1,535.7419,-1,0.4288101,0.5276278,-1,-1,0,4,1452,1040,,1452,1040,,0,,,,123,1488,1028,113054,173,,,,,,,,,
13573,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211318324,20170609_141318324,113369,120476,1444,1039,-1,-1,2.804855,-1,514.4817,-1,0.4239495,0.5276138,-1,-1,0,4,1444,1039,,1444,1039,,0,,,,124,1463,1032,113369,217,,,,,,,,,
13601,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211318559,20170609_141318559,113604,120710,1453,1025,1473,1029,-1,-1,516.116,492.4087,0.4226635,0.5289153,0.2947071,0.5336832,0,0,1463,1027,,1463,1027,,0,,,,125,1468,1030,113604,176,,,,,,,,,
13623,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211318740,20170609_141318740,113785,120893,1439,1044,-1,-1,-1,-1,516.3807,-1,0.4225488,0.5284826,-1,-1,0,4,1439,1044,,1439,1044,,0,,,,126,1454,1033,113785,158,,,,,,,,,
13656,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211319015,20170609_141319015,114060,121168,1447,1029,-1,-1,-1,-1,514.3953,-1,0.4220607,0.5285477,-1,-1,0,4,1447,1029,,1447,1029,,0,,,,127,1455,1029,114060,1011,,,,,,,,,
13903,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211321073,20170609_141321073,116117,123226,-1,-1,442,152,-1,2.790131,-1,530.3995,-1,-1,0.3302265,0.4980848,4,0,442,152,,442,152,,0,,,,128,454,121,116117,126,,,,,,,,,
14026,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211322099,20170609_141322099,117143,124251,-1,-1,380,213,-1,3.069244,-1,503.3609,-1,-1,0.3611924,0.4601091,4,0,380,213,,380,213,,0,,,,129,400,228,117143,275,,,,,,,,,
14100,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211322716,20170609_141322716,117760,124868,-1,-1,340,202,-1,-1,-1,480.2327,-1,-1,0.3831831,0.4376373,4,0,340,202,,340,202,,0,,,,130,332,198,117760,228,,,,,,,,,
14158,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211323200,20170609_141323200,118244,125351,-1,-1,383,310,-1,3.137344,-1,458.5971,-1,-1,0.3779578,0.4376794,4,0,383,310,,383,310,,0,,,,131,388,304,118244,129,,,,,,,,,
14182,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211323399,20170609_141323399,118443,125551,-1,-1,350,323,-1,2.93425,-1,458.843,-1,-1,0.3668323,0.4406189,4,0,350,323,,350,323,,0,,,,132,373,325,118443,200,,,,,,,,,
14208,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211323616,20170609_141323616,118660,125767,-1,-1,401,347,-1,-1,-1,461.9439,0.4767804,0.447181,0.3411514,0.4502715,0,0,401,347,,401,347,,0,,,,133,406,356,118660,275,,,,,,,,,
14242,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211323898,20170609_141323898,118942,126051,-1,-1,449,364,-1,3.167953,-1,461.0632,-1,-1,0.3337793,0.4521353,4,0,449,364,,449,364,,0,,,,134,448,360,118942,200,,,,,,,,,
14269,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211324125,20170609_141324125,119169,126276,-1,-1,339,353,-1,3.139984,-1,459.2213,-1,-1,0.3361579,0.4524112,4,0,339,353,,339,353,,0,,,,135,353,355,119169,964,,,,,,,,,
14535,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211326341,20170609_141326341,121385,128492,-1,-1,455,352,-1,-1,-1,468.7671,-1,-1,0.3819213,0.4425645,4,0,455,352,,455,352,,0,,,,136,430,347,121385,222,,,,,,,,,
14988,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211330113,20170609_141330113,125158,132267,-1,-1,363,522,-1,-1,-1,478.6182,-1,-1,0.3818355,0.4452541,4,0,363,522,,363,522,,0,,,,137,354,510,125158,122,,,,,,,,,
15013,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211330322,20170609_141330322,125367,132475,279,510,315,540,2.89888,3.013016,462.9381,471.9822,0.5217211,0.4586666,0.3825412,0.4455092,0,0,297,525,,297,525,,0,,,,138,312,536,125367,103,,,,,,,,,
15028,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211330447,20170609_141330447,125492,132600,283,517,327,543,2.88945,3.028656,464.6394,472.86,0.521853,0.4590669,0.3829913,0.4459207,0,0,305,530,,305,530,,0,,,,139,275,527,125492,150,,,,,,,,,
15073,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211330825,20170609_141330825,125870,132975,380,659,390,684,2.842148,2.974808,442.7848,458.5322,0.5229459,0.4606459,0.3839857,0.4472767,0,0,385,672,,385,672,,0,,,,140,393,671,125870,222,,,,,,,,,
15103,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211331072,20170609_141331072,126117,133225,357,588,387,612,2.843719,3.03093,450.8689,464.6525,0.5214616,0.4604099,0.3825476,0.4473356,0,0,372,600,,372,600,,0,,,,141,379,594,126117,194,,,,,,,,,
15110,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211331695,20170609_141331695,126740,133283,-1,-1,388,606,-1,-1,-1,466.1321,-1,-1,0.3708407,0.4324691,4,0,388,606,,464,525,,0,,,,142,438,523,126526,214,,,,,,,,,
15213,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211331994,20170609_141331994,127039,134142,-1,-1,389,297,-1,-1,-1,450.0844,-1,-1,0.3816339,0.4416534,4,0,389,297,,389,297,,0,,,,143,384,302,127039,104,,,,,,,,,
15229,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211332122,20170609_141332122,127167,134275,-1,-1,388,369,-1,2.755402,-1,448.2296,-1,-1,0.3821844,0.4419316,4,0,388,369,,388,369,,0,,,,144,394,388,127167,249,,,,,,,,,
15274,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211332497,20170609_141332497,127542,134650,-1,-1,378,258,-1,2.872467,-1,445.3715,-1,-1,0.3820494,0.4420224,4,0,378,258,,378,258,,0,,,,145,389,262,127542,550,,,,,,,,,
15343,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211333071,20170609_141333071,128116,135225,-1,-1,371,230,-1,2.968735,-1,448.7328,-1,-1,0.3814456,0.4424377,4,0,371,230,,371,230,,0,,,,146,396,256,128116,211,,,,,,,,,
15361,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211333310,20170609_141333310,128355,135463,-1,-1,391,254,-1,2.971481,-1,445.9196,-1,-1,0.3812259,0.4423755,4,0,391,254,,391,254,,0,,,,147,375,277,128355,395,,,,,,,,,
15409,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211333709,20170609_141333709,128754,135863,-1,-1,327,268,-1,2.952881,-1,445.3144,-1,-1,0.3805986,0.4430038,4,0,327,268,,327,268,,0,,,,148,331,277,128754,593,,,,,,,,,
15510,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211334553,20170609_141334553,129598,136705,-1,-1,349,314,-1,-1,-1,435.8855,-1,-1,0.3844936,0.4431904,4,0,349,314,,349,314,,0,,,,149,334,296,129598,250,,,,,,,,,
15541,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211334818,20170609_141334818,129863,136963,-1,-1,378,295,-1,2.922806,-1,437.8477,-1,-1,0.3826643,0.4435224,4,0,378,295,,381,287,,0,,,,150,380,281,129854,300,,,,,,,,,
15583,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211335163,20170609_141335163,130208,137313,-1,-1,530,233,-1,2.985107,-1,445.481,-1,-1,0.3830539,0.4429699,4,0,530,233,,530,233,,0,,,,151,523,239,130208,140,,,,,,,,,
15841,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211337309,20170609_141337309,132354,139463,-1,-1,441,163,-1,2.88446,-1,451.7523,-1,-1,0.3759728,0.442026,4,0,441,163,,441,163,,0,,,,152,442,164,132354,171,,,,,,,,,
15904,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211337835,20170609_141337835,132879,139988,-1,-1,509,192,-1,2.853775,-1,451.1523,-1,-1,0.3760143,0.4420207,4,0,509,192,,509,192,,0,,,,153,504,186,132879,175,,,,,,,,,
16060,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211339134,20170609_141339134,134178,141288,-1,-1,367,234,-1,2.715759,-1,453.9958,-1,-1,0.3765786,0.4431253,4,0,367,234,,367,234,,0,,,,154,373,251,134178,293,,,,,,,,,
16098,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211339451,20170609_141339451,134495,141604,-1,-1,392,282,-1,-1,-1,447.5459,-1,-1,0.3754938,0.4435885,4,0,392,282,,392,282,,0,,,,155,390,262,134495,284,,,,,,,,,
16434,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211342343,20170609_141342343,137387,144493,-1,-1,349,190,-1,3.029449,-1,467.6445,-1,-1,0.3738762,0.4438664,4,0,349,190,,349,190,,0,,,,156,363,215,137387,145,,,,,,,,,
16821,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211345565,20170609_141345565,140610,147713,-1,-1,574,281,-1,-1,-1,454.7437,-1,-1,0.3772394,0.4415359,4,0,574,281,,574,281,,0,,,,157,561,276,140610,103,,,,,,,,,
16870,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211345968,20170609_141345968,141013,148122,-1,-1,481,315,-1,2.893661,-1,456.4241,-1,-1,0.3787918,0.4414975,4,0,481,315,,481,315,,0,,,,158,472,307,141013,141,,,,,,,,,
16888,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211346118,20170609_141346118,141163,148272,-1,-1,434,309,-1,2.901184,-1,457.9248,-1,-1,0.379686,0.4416594,4,0,434,309,,434,309,,0,,,,159,408,313,141163,397,,,,,,,,,
17488,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211351205,20170609_141351205,146250,153359,-1,-1,411,389,-1,-1,-1,454.526,-1,-1,0.3823801,0.4405465,4,0,411,389,,411,389,,0,,,,160,414,369,146250,135,,,,,,,,,
17506,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211351357,20170609_141351357,146402,153509,-1,-1,394,345,-1,-1,-1,463.0718,-1,-1,0.374881,0.4420799,4,0,394,345,,394,345,,0,,,,161,409,353,146402,148,,,,,,,,,
17527,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211351532,20170609_141351532,146577,153684,-1,-1,496,385,-1,-1,-1,462.2891,0.503243,0.4579944,0.3691121,0.4429583,0,0,496,385,,496,385,,0,,,,162,509,390,146577,132,,,,,,,,,
17581,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211351981,20170609_141351981,147026,154134,-1,-1,445,352,-1,-1,-1,464.0154,-1,-1,0.3798488,0.444582,4,0,445,352,,445,352,,0,,,,163,431,351,147026,151,,,,,,,,,
17605,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211352182,20170609_141352182,147227,154334,-1,-1,395,376,-1,-1,-1,463.5258,-1,-1,0.3816216,0.4466838,4,0,395,376,,395,376,,0,,,,164,388,370,147227,249,,,,,,,,,
17644,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211352506,20170609_141352506,147551,154659,-1,-1,480,464,-1,-1,-1,464.5551,-1,-1,0.375239,0.4522066,4,0,480,464,,480,464,,0,,,,165,486,440,147551,182,,,,,,,,,
17689,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211352882,20170609_141352882,147927,155034,-1,-1,382,299,-1,-1,-1,475.6012,-1,-1,0.3643457,0.4508145,4,0,382,299,,382,299,,0,,,,166,386,303,147927,257,,,,,,,,,
17752,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211353407,20170609_141353407,148452,155559,-1,-1,524,418,-1,-1,-1,468.7553,-1,-1,0.3606657,0.4511334,4,0,524,418,,524,418,,0,,,,167,530,405,148452,106,,,,,,,,,
17780,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211353638,20170609_141353638,148683,155792,-1,-1,692,397,-1,3.438461,-1,476.044,-1,-1,0.3591114,0.4504492,4,0,692,397,,692,397,,0,,,,168,724,395,148683,123,,,,,,,,,
18287,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211357864,20170609_141357864,152908,160017,-1,-1,488,313,-1,2.996704,-1,469.7662,-1,-1,0.383127,0.44821,4,0,488,313,,488,313,,0,,,,169,492,320,152908,124,,,,,,,,,
18356,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211358442,20170609_141358442,153486,160592,-1,-1,449,222,-1,2.853195,-1,461.7959,-1,-1,0.3821276,0.4485435,4,0,449,222,,449,222,,0,,,,170,455,225,153486,264,,,,,,,,,
18599,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211400463,20170609_141400463,155507,162617,-1,-1,401,307,-1,2.784943,-1,468.516,-1,-1,0.3838541,0.4492762,4,0,401,307,,401,307,,0,,,,171,420,315,155507,169,,,,,,,,,
18620,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211400638,20170609_141400638,155682,162792,-1,-1,470,348,-1,2.900742,-1,472.4438,-1,-1,0.3838604,0.4495063,4,0,470,348,,470,348,,0,,,,172,494,356,155682,194,,,,,,,,,
18644,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211400838,20170609_141400838,155882,162992,-1,-1,487,308,-1,2.883392,-1,474.8392,-1,-1,0.3840117,0.4493859,4,0,487,308,,487,308,,0,,,,173,471,308,155882,200,,,,,,,,,
18674,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211401088,20170609_141401088,156132,163242,-1,-1,417,408,-1,2.826416,-1,468.1032,-1,-1,0.385721,0.450142,4,0,417,408,,417,408,,0,,,,174,416,414,156132,149,,,,,,,,,
18772,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211401905,20170609_141401905,156949,164058,-1,-1,378,149,-1,-1,-1,473.2158,-1,-1,0.3833472,0.4490141,4,0,378,149,,378,149,,0,,,,175,390,162,156949,101,,,,,,,,,
18788,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211402038,20170609_141402038,157082,164192,-1,-1,385,263,-1,2.671738,-1,460.2572,-1,-1,0.3843029,0.4487998,4,0,385,263,,385,263,,0,,,,176,392,266,157082,167,,,,,,,,,
18817,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211402281,20170609_141402281,157325,164433,-1,-1,425,338,-1,-1,-1,455.0695,-1,-1,0.3863718,0.4481006,4,0,425,338,,425,338,,0,,,,177,425,338,157325,126,,,,,,,,,
19364,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211406837,20170609_141406837,161882,168991,-1,-1,437,246,-1,2.827103,-1,468.9174,-1,-1,0.386153,0.4497329,4,0,437,246,,437,246,,0,,,,178,456,249,161882,120,,,,,,,,,
19573,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211408579,20170609_141408579,163624,170733,-1,-1,376,338,-1,-1,-1,451.1744,-1,-1,0.3854217,0.4500112,4,0,376,338,,376,338,,0,,,,179,382,339,163624,100,,,,,,,,,
19586,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211408688,20170609_141408688,163733,170841,-1,-1,399,427,-1,2.503952,-1,449.8857,-1,-1,0.3854511,0.4502262,4,0,399,427,,399,427,,0,,,,180,401,414,163733,224,,,,,,,,,
19615,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211408929,20170609_141408929,163974,171083,-1,-1,435,418,-1,-1,-1,461.4664,-1,-1,0.384025,0.4503895,4,0,435,418,,435,418,,0,,,,181,435,413,163974,130,,,,,,,,,
19703,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211409663,20170609_141409663,164708,171816,-1,-1,399,348,-1,2.790192,-1,477.3563,-1,-1,0.3841547,0.4500755,4,0,399,348,,399,348,,0,,,,182,396,367,164708,266,,,,,,,,,
19771,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211410227,20170609_141410227,165272,172383,-1,-1,429,407,-1,-1,-1,477.7582,-1,-1,0.3830451,0.450589,4,0,429,407,,429,407,,0,,,,183,431,396,165272,135,,,,,,,,,
19849,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211410879,20170609_141410879,165924,173033,-1,-1,406,435,-1,-1,-1,476.4836,-1,-1,0.3835203,0.4523102,4,0,406,435,,406,435,,0,,,,184,415,427,165924,136,,,,,,,,,
19876,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211411104,20170609_141411104,166149,173258,-1,-1,298,408,-1,-1,-1,476.3829,-1,-1,0.3860955,0.4535419,4,0,298,408,,298,408,,0,,,,185,303,395,166149,175,,,,,,,,,
19901,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211411311,20170609_141411311,166356,173466,-1,-1,400,367,-1,2.893112,-1,473.8459,-1,-1,0.3873161,0.454445,4,0,400,367,,400,367,,0,,,,186,398,377,166356,244,,,,,,,,,
19975,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211411929,20170609_141411929,166974,174082,-1,-1,296,379,-1,-1,-1,474.8348,0.520999,0.4753501,0.389943,0.4559057,0,0,296,379,,296,379,,0,,,,187,280,368,166974,250,,,,,,,,,
20011,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211412229,20170609_141412229,167274,174382,-1,-1,306,395,-1,-1,-1,469.3785,-1,-1,0.3902822,0.456032,4,0,306,395,,306,395,,0,,,,188,297,400,167274,175,,,,,,,,,
20035,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_211412429,20170609_141412429,167474,174582,-1,-1,292,393,-1,-1,-1,469.6276,-1,-1,0.3906727,0.4560797,4,0,292,393,,292,393,,0,,,,189,312,389,167474,333,,,,,,,,,
