,StudyName,ExportDate,Name,Age,Gender,StimulusName,SlideType,EventSource,UTCTimestamp,Timestamp,MediaTime,TimeSignal,GazeLeftx,GazeLefty,GazeRightx,GazeRighty,PupilLeft,PupilRight,DistanceLeft,DistanceRight,CameraLeftX,CameraLeftY,CameraRightX,CameraRightY,ValidityLeft,ValidityRight,GazeX,GazeY,GazeAOI,InterpolatedGazeX,InterpolatedGazeY,GazeEventType,GazeVelocityAngle,SaccadeSeq,SaccadeStart,SaccadeDuration,FixationSeq,FixationX,FixationY,FixationStart,FixationDuration,FixationAOI,PostMarker,Annotation,LiveMarker,KeyStroke,MarkerText,SceneType,SceneOutput,SceneParent Current_task
180872,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213636082,20170609_143636082,1511127,1518261,1437,569,-1,-1,-1,-1,508.0649,-1,0.4401646,0.5332267,-1,-1,0,4,1437,569,,1437,569,,0,,,,2147,1444,598,1511127,164,,,,,,,,,
180893,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213636254,20170609_143636254,1511299,1518436,1403,638,-1,-1,-1,-1,508.2957,-1,0.4410426,0.5334176,-1,-1,0,4,1403,638,,1403,638,,0,,,,2148,1407,621,1511299,941,,,,,,,,,
181102,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213637995,20170609_143637995,1513040,1520178,469,250,582,324,3.587982,3.427292,511.7332,488.2866,0.4489006,0.5324385,0.3201663,0.5208955,0,0,526,287,,526,287,,0,,,,2149,521,296,1513040,151,,,,,,,,,
181159,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213638471,20170609_143638471,1513516,1520653,1026,328,-1,-1,3.620117,-1,514.1902,-1,0.4479146,0.5323378,-1,-1,0,4,1026,328,,1026,328,,0,,,,2150,1043,316,1513516,170,,,,,,,,,
181373,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213640254,20170609_143640254,1515298,1522436,1322,207,-1,-1,-1,-1,508.1417,-1,0.4443067,0.5315489,-1,-1,0,4,1322,207,,1322,207,,0,,,,2151,1327,225,1515298,142,,,,,,,,,
181425,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213640687,20170609_143640687,1515731,1522869,996,306,-1,-1,-1,-1,502.2517,-1,0.4475352,0.5311313,-1,-1,0,4,996,306,,996,306,,0,,,,2152,973,300,1515731,160,,,,,,,,,
181452,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213640915,20170609_143640915,1515959,1523094,1070,258,-1,-1,-1,-1,508.5833,-1,0.446025,0.530665,-1,-1,0,4,1070,258,,1070,258,,0,,,,2153,1074,252,1515959,107,,,,,,,,,
181826,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213644030,20170609_143644030,1519074,1526211,-1,-1,1119,192,-1,-1,-1,498.6776,-1,-1,0.3132899,0.5120483,4,0,1119,192,,1119,192,,0,,,,2154,1116,198,1519074,123,,,,,,,,,
181908,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213644712,20170609_143644712,1519756,1526894,552,803,570,777,-1,-1,504.869,500.9969,0.4488948,0.5256284,0.3222008,0.5152189,0,0,561,790,,561,790,,0,,,,2155,563,786,1519756,135,,,,,,,,,
182017,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213645620,20170609_143645620,1520664,1527802,-1,-1,571,216,-1,3.36647,-1,502.4057,-1,-1,0.3225349,0.5141413,4,0,571,216,,571,216,,0,,,,2156,560,224,1520664,108,,,,,,,,,
182032,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213645745,20170609_143645745,1520789,1527927,-1,-1,498,206,-1,3.30336,-1,497.3607,-1,-1,0.3229824,0.5140878,4,0,498,206,,498,206,,0,,,,2157,506,206,1520789,176,,,,,,,,,
182402,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213648828,20170609_143648828,1523873,1531010,-1,-1,880,875,-1,-1,-1,510.8794,-1,-1,0.3218343,0.5173598,4,0,880,875,,880,875,,0,,,,2158,867,878,1523873,131,,,,,,,,,
182498,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213649628,20170609_143649628,1524673,1531810,-1,-1,486,840,-1,-1,-1,505.3137,-1,-1,0.325699,0.5182382,4,0,486,840,,486,840,,0,,,,2159,471,849,1524673,117,,,,,,,,,
182601,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213650486,20170609_143650486,1525531,1532669,1039,857,1140,808,-1,-1,503.0125,490.2969,0.446468,0.5300344,0.3204947,0.518613,0,0,1090,832,,1090,832,,0,,,,2160,1104,834,1525531,109,,,,,,,,,
182668,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213651046,20170609_143651046,1526091,1533227,827,907,891,889,3.575302,3.392792,521.9323,511.7633,0.4488402,0.530715,0.3202341,0.5187101,0,0,859,898,,859,898,,0,,,,2161,862,891,1526091,115,,,,,,,,,
182923,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213653178,20170609_143653178,1528223,1535352,877,904,897,872,3.2155,3.239258,521.8399,515.1931,0.4444505,0.5352404,0.3168706,0.5236318,0,0,887,888,,887,888,,0,,,,2162,884,875,1528223,116,,,,,,,,,
182949,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213653394,20170609_143653394,1528439,1535568,808,825,869,833,-1,-1,522.7508,511.9234,0.4435514,0.5344994,0.3161362,0.523598,0,0,838,829,,838,829,,0,,,,2163,853,838,1528439,150,,,,,,,,,
183319,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213656469,20170609_143656469,1531513,1538651,1449,608,-1,-1,3.625702,-1,522.9438,-1,0.4276584,0.532541,-1,-1,0,4,1449,608,,1449,608,,0,,,,2164,1455,579,1531513,275,,,,,,,,,
183354,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213656761,20170609_143656761,1531805,1538943,1428,580,-1,-1,-1,-1,510.5139,-1,0.4247681,0.5313956,-1,-1,0,4,1428,580,,1428,580,,0,,,,2165,1444,575,1531805,117,,,,,,,,,
183375,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213656936,20170609_143656936,1531980,1539118,1415,587,-1,-1,-1,-1,512.3763,-1,0.4250137,0.531507,-1,-1,0,4,1415,587,,1415,587,,0,,,,2166,1420,583,1531980,400,,,,,,,,,
183688,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213659544,20170609_143659544,1534588,1541726,1360,151,1427,71,3.31488,3.489197,504.5887,513.4814,0.4338221,0.5313001,0.3037104,0.5216119,0,0,1394,111,,1394,111,,0,,,,2167,1383,106,1534588,104,,,,,,,,,
184160,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213703477,20170609_143703477,1538521,1545659,-1,-1,1028,762,-1,-1,-1,521.9501,-1,-1,0.3038862,0.5237232,4,0,1028,762,,1028,762,,0,,,,2168,1028,762,1538521,180,,,,,,,,,
184267,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213704368,20170609_143704368,1539413,1546551,1060,877,1132,884,3.36171,3.315445,522.8761,514.0688,0.4328348,0.5354937,0.3026654,0.5256557,0,0,1096,880,,1096,880,,0,,,,2169,1092,884,1539413,151,,,,,,,,,
184837,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213709117,20170609_143709117,1544162,1551300,645,742,684,773,3.125412,2.98085,514.7318,497.0777,0.4394303,0.5347124,0.3112054,0.5241884,0,0,664,758,,664,758,,0,,,,2170,648,750,1544162,142,,,,,,,,,
184866,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213709362,20170609_143709362,1544407,1551542,222,541,283,562,-1,-1,519.4859,506.8913,0.4410834,0.5337835,0.312408,0.5244815,0,0,252,552,,252,552,,0,,,,2171,259,552,1544407,107,,,,,,,,,
185079,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213711133,20170609_143711133,1546178,1553317,1503,577,-1,-1,-1,-1,523.9914,-1,0.4346125,0.5347267,-1,-1,0,4,1503,577,,1503,577,,0,,,,2172,1504,582,1546178,118,,,,,,,,,
185109,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213711383,20170609_143711383,1546428,1553567,1425,649,-1,-1,-1,-1,510.2652,-1,0.4355716,0.5347916,-1,-1,0,4,1425,649,,1425,649,,0,,,,2173,1442,650,1546428,142,,,,,,,,,
185243,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213712505,20170609_143712505,1547550,1554683,-1,-1,417,868,-1,-1,-1,501.6498,-1,-1,0.3134012,0.5249298,4,0,417,868,,417,868,,0,,,,2174,395,857,1547550,112,,,,,,,,,
185292,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213712909,20170609_143712909,1547954,1555092,203,706,268,738,-1,-1,499.0182,498.9135,0.4475441,0.5352148,0.3192027,0.5245356,0,0,236,722,,236,722,,0,,,,2175,251,716,1547954,208,,,,,,,,,
185325,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213713184,20170609_143713184,1548229,1555367,254,734,318,742,-1,-1,482.1227,490.9189,0.4501559,0.5359648,0.3204696,0.5247017,0,0,286,738,,286,738,,0,,,,2176,277,729,1548229,324,,,,,,,,,
185463,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213714334,20170609_143714334,1549378,1556516,859,890,897,898,-1,-1,494.9802,493.963,0.4423615,0.5367996,0.3142099,0.5258796,0,0,878,894,,878,894,,0,,,,2177,896,886,1549378,134,,,,,,,,,
185513,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213714753,20170609_143714753,1549797,1556933,-1,-1,943,899,-1,-1,-1,512.3751,-1,-1,0.3104067,0.5256052,4,0,943,899,,943,899,,0,,,,2178,955,892,1549797,118,,,,,,,,,
185548,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213715043,20170609_143715043,1550087,1557225,930,882,998,913,3.214417,3.214355,524.6181,509.4004,0.4382584,0.5370869,0.3091547,0.5259846,0,0,964,898,,964,898,,0,,,,2179,960,890,1550087,141,,,,,,,,,
185602,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213715492,20170609_143715492,1550536,1557675,-1,-1,843,66,-1,3.047256,-1,500.1952,-1,-1,0.3126055,0.523652,4,0,843,66,,843,66,,0,,,,2180,840,42,1550536,125,,,,,,,,,
185624,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213715679,20170609_143715679,1550723,1557858,922,895,978,918,-1,-1,522.3165,502.2856,0.4386786,0.5376845,0.3121589,0.525867,0,0,950,906,,950,906,,0,,,,2181,950,900,1550723,113,,,,,,,,,
185639,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213715801,20170609_143715801,1550845,1557983,-1,-1,981,918,-1,-1,-1,511.728,-1,-1,0.3099118,0.5260119,4,0,981,918,,981,918,,0,,,,2182,957,908,1550845,142,,,,,,,,,
185695,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213716268,20170609_143716268,1551312,1558450,-1,-1,326,745,-1,3.125458,-1,495.0913,-1,-1,0.3177182,0.5255901,4,0,326,745,,326,745,,0,,,,2183,322,751,1551312,253,,,,,,,,,
185825,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213717350,20170609_143717350,1552394,1559533,-1,-1,697,240,-1,-1,-1,492.071,-1,-1,0.3133991,0.524078,4,0,697,240,,697,240,,0,,,,2185,711,246,1552394,109,,,,,,,,,
185917,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213718117,20170609_143718117,1553161,1560300,-1,-1,758,115,-1,3.200623,-1,490.9828,-1,-1,0.3148077,0.5233867,4,0,758,115,,758,115,,0,,,,2186,769,127,1553161,175,,,,,,,,,
185954,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213718515,20170609_143718515,1553559,1560697,-1,-1,1048,131,-1,3.167404,-1,482.4674,-1,-1,0.3135767,0.5232768,4,0,1048,131,,1048,131,,0,,,,2187,1048,109,1553559,110,,,,,,,,,
186049,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213719309,20170609_143719309,1554353,1561488,985,854,-1,-1,-1,-1,524.095,-1,0.4401301,0.5370204,-1,-1,0,4,985,854,,985,854,,0,,,,2188,1000,847,1554353,131,,,,,,,,,
186377,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213722042,20170609_143722042,1557087,1564221,915,371,991,388,3.342529,3.206192,520.0864,501.0787,0.44298,0.5358843,0.3142364,0.5242877,0,0,953,380,,953,380,,0,,,,2189,950,391,1557087,250,,,,,,,,,
186470,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213722813,20170609_143722813,1557858,1564996,-1,-1,744,16,-1,3.654327,-1,513.5273,0.4446925,0.5347528,0.3154093,0.5222401,0,0,744,16,,744,16,,0,,,,2190,745,14,1557858,133,,,,,,,,,
186899,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213726388,20170609_143726388,1561433,1568571,869,828,931,843,3.598404,3.44603,529.4838,513.5935,0.447622,0.5370135,0.3213391,0.5236304,0,0,900,836,,900,836,,0,,,,2191,893,839,1561433,125,,,,,,,,,
187115,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213728187,20170609_143728187,1563232,1570371,1405,590,1482,577,3.435944,3.457031,518.168,502.9167,0.4377072,0.5353865,0.3108731,0.523859,0,0,1444,584,,1444,584,,0,,,,2192,1437,584,1563232,109,,,,,,,,,
187180,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213728729,20170609_143728729,1563774,1570912,1063,342,-1,-1,-1,-1,517.2011,-1,0.4411104,0.5343899,-1,-1,0,4,1063,342,,1063,342,,0,,,,2193,1056,336,1563774,151,,,,,,,,,
187199,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213728888,20170609_143728888,1563933,1571071,1018,356,-1,-1,3.095032,-1,521.2339,-1,0.4417108,0.5347253,-1,-1,0,4,1018,356,,1018,356,,0,,,,2194,993,357,1563933,432,,,,,,,,,
187285,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213729614,20170609_143729614,1564659,1571787,1136,357,-1,-1,-1,-1,524.1592,-1,0.4430002,0.5358189,-1,-1,0,4,1136,357,,-1,-1,,0,,,,2195,1166,352,1564652,138,,,,,,,,,
187400,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213730563,20170609_143730563,1565608,1572746,1394,487,1456,512,3.226028,3.182236,513.0272,493.5152,0.4379626,0.5365998,0.3105256,0.5253729,0,0,1425,500,,1425,500,,0,,,,2196,1416,510,1565608,283,,,,,,,,,
187439,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213730890,20170609_143730890,1565935,1573071,1173,410,1216,439,3.242371,3.157288,512.6804,492.1556,0.4385847,0.5360198,0.3114403,0.5249398,0,0,1194,424,,1194,424,,0,,,,2197,1181,416,1565935,222,,,,,,,,,
187495,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213731354,20170609_143731354,1566398,1573537,1286,290,-1,-1,-1,-1,505.6051,-1,0.4402202,0.5355351,-1,-1,0,4,1286,290,,1286,290,,0,,,,2198,1300,306,1566398,143,,,,,,,,,
187513,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213731507,20170609_143731507,1566551,1573687,1302,303,-1,-1,-1,-1,508.6447,-1,0.4400826,0.5354921,-1,-1,0,4,1302,303,,1302,303,,0,,,,2199,1307,312,1566551,107,,,,,,,,,
187561,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213731904,20170609_143731904,1566948,1574087,1335,230,-1,-1,-1,-1,516.3005,-1,0.4371139,0.5348647,-1,-1,0,4,1335,230,,1335,230,,0,,,,2200,1340,233,1566948,225,,,,,,,,,
187618,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213732379,20170609_143732379,1567423,1574562,1135,293,-1,-1,-1,-1,521.2767,-1,0.4393875,0.5354287,-1,-1,0,4,1135,293,,1135,293,,0,,,,2201,1148,320,1567423,200,,,,,,,,,
187645,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213732604,20170609_143732604,1567648,1574787,1069,329,-1,-1,-1,-1,519.9471,-1,0.4394896,0.5354272,-1,-1,0,4,1069,329,,1069,329,,0,,,,2202,1035,342,1567648,134,,,,,,,,,
187859,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213734387,20170609_143734387,1569431,1576570,287,436,373,460,3.319931,3.341461,484.6121,488.665,0.4534187,0.5379741,0.3255637,0.5246785,0,0,330,448,,330,448,,0,,,,2203,343,432,1569431,142,,,,,,,,,
187879,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213734560,20170609_143734560,1569604,1576737,288,387,375,423,-1,-1,498.2229,503.0111,0.4529224,0.5375619,0.3246912,0.5245852,0,0,332,405,,332,405,,0,,,,2204,315,384,1569604,144,,,,,,,,,
187900,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213734729,20170609_143734729,1569773,1576912,265,334,393,366,-1,-1,511.0517,512.6745,0.4527093,0.5370945,0.3246959,0.5241413,0,0,329,350,,329,350,,0,,,,2205,334,342,1569773,200,,,,,,,,,
187996,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213735529,20170609_143735529,1570573,1577712,235,372,347,413,-1,-1,501.6853,499.6497,0.4539047,0.5375987,0.3256378,0.5243578,0,0,291,392,,291,392,,0,,,,2206,306,393,1570573,208,,,,,,,,,
188029,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213735805,20170609_143735805,1570849,1577987,183,397,231,368,-1,-1,492.8969,503.5268,0.4541521,0.5378036,0.3252439,0.5246281,0,0,207,382,,207,382,,0,,,,2207,219,372,1570849,209,,,,,,,,,
188056,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213736029,20170609_143736029,1571073,1578212,261,431,327,392,-1,-1,495.1119,504.817,0.4532156,0.5374421,0.3240752,0.5245602,0,0,294,412,,294,412,,0,,,,2208,318,390,1571073,193,,,,,,,,,
188088,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213736296,20170609_143736296,1571340,1578478,317,428,-1,-1,-1,-1,499.5119,-1,0.4536414,0.5369908,-1,-1,0,4,317,428,,317,428,,0,,,,2209,330,414,1571340,133,,,,,,,,,
188108,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213736462,20170609_143736462,1571506,1578645,429,377,523,391,3.516739,3.544678,500.3599,508.3274,0.4522333,0.5377302,0.3232242,0.5240176,0,0,476,384,,476,384,,0,,,,2210,472,384,1571506,167,,,,,,,,,
188179,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213737053,20170609_143737053,1572097,1579237,158,367,253,377,-1,-1,498.9806,500.7791,0.453197,0.5377543,0.3247943,0.5246094,0,0,206,372,,206,372,,0,,,,2211,212,362,1572097,102,,,,,,,,,
188234,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213737513,20170609_143737513,1572557,1579695,580,397,667,385,3.285614,3.393845,496.8178,503.5515,0.451754,0.5375852,0.3225133,0.5238525,0,0,624,391,,624,391,,0,,,,2212,640,401,1572557,115,,,,,,,,,
188294,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213738012,20170609_143738012,1573056,1580195,894,348,959,372,3.350494,3.369553,513.8821,505.8274,0.4469183,0.536967,0.3189102,0.5236928,0,0,926,360,,926,360,,0,,,,2213,914,345,1573056,150,,,,,,,,,
188534,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213740011,20170609_143740011,1575056,1582195,296,387,381,410,3.118286,3.127457,488.7599,488.4546,0.452722,0.5381298,0.3251634,0.5245298,0,0,338,398,,338,398,,0,,,,2215,341,425,1575056,126,,,,,,,,,
188593,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213740506,20170609_143740506,1575551,1582686,17,403,92,412,-1,-1,500.404,501.5332,0.4540502,0.538747,0.3258418,0.5252267,0,0,54,408,,54,408,,0,,,,2216,66,396,1575551,157,,,,,,,,,
188650,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213740978,20170609_143740978,1576023,1583161,284,373,358,379,-1,-1,509.4579,510.3615,0.4519589,0.5381085,0.3234361,0.5247958,0,0,321,376,,321,376,,0,,,,2217,304,383,1576023,136,,,,,,,,,
188676,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213741194,20170609_143741194,1576239,1583378,-1,-1,381,850,-1,-1,-1,502.7967,-1,-1,0.3232498,0.5261081,4,0,381,850,,381,850,,0,,,,2218,355,848,1576239,250,,,,,,,,,
188712,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213741498,20170609_143741498,1576543,1583678,-1,-1,904,881,-1,-1,-1,510.4071,-1,-1,0.3182285,0.5263714,4,0,904,881,,904,881,,0,,,,2219,899,875,1576543,139,,,,,,,,,
188731,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213741654,20170609_143741654,1576699,1583836,857,874,915,886,-1,-1,527.2147,513.4205,0.445079,0.5397229,0.3178347,0.5267432,0,0,886,880,,886,880,,0,,,,2220,865,891,1576699,140,,,,,,,,,
188782,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213742080,20170609_143742080,1577125,1584261,728,881,782,915,-1,-1,526.3254,514.7096,0.4499558,0.5408542,0.3218491,0.5271026,0,0,755,898,,755,898,,0,,,,2221,768,901,1577125,394,,,,,,,,,
188838,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213742549,20170609_143742549,1577594,1584728,-1,-1,792,899,-1,-1,-1,515.0511,-1,-1,0.3199037,0.5272316,4,0,792,899,,792,899,,0,,,,2222,759,902,1577594,147,,,,,,,,,
188868,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213742794,20170609_143742794,1577839,1584978,-1,-1,775,886,-1,-1,-1,516.0797,-1,-1,0.3210004,0.5273514,4,0,775,886,,775,886,,0,,,,2223,768,900,1577839,392,,,,,,,,,
188955,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213743523,20170609_143743523,1578568,1585703,-1,-1,783,902,-1,-1,-1,515.8644,-1,-1,0.3216577,0.5278085,4,0,783,902,,783,902,,0,,,,2224,768,905,1578568,154,,,,,,,,,
188989,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213743803,20170609_143743803,1578848,1585986,723,890,779,915,-1,-1,522.8214,519.1953,0.4515878,0.5423454,0.3220066,0.5287131,0,0,751,902,,751,902,,0,,,,2225,774,904,1578848,141,,,,,,,,,
189008,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213743961,20170609_143743961,1579006,1586144,889,939,925,935,3.262161,3.323471,525.5057,515.6097,0.4500923,0.5426364,0.321119,0.5286182,0,0,907,937,,907,937,,0,,,,2226,909,931,1579006,126,,,,,,,,,
189024,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213744094,20170609_143744094,1579139,1586278,-1,-1,942,915,-1,-1,-1,516.3942,-1,-1,0.3201349,0.5281397,4,0,942,915,,942,915,,0,,,,2227,921,928,1579139,214,,,,,,,,,
189218,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213745711,20170609_143745711,1580756,1587894,1138,796,1155,771,3.056702,3.0439,521.9089,505.8845,0.4424077,0.5394831,0.3153406,0.5257841,0,0,1146,784,,1146,784,,0,,,,2228,1158,795,1580756,100,,,,,,,,,
189261,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213746069,20170609_143746069,1581114,1588253,-1,-1,1248,266,-1,-1,-1,508.3748,-1,-1,0.3141107,0.5238499,4,0,1248,266,,1248,266,,0,,,,2229,1241,267,1581114,100,,,,,,,,,
189293,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213746336,20170609_143746336,1581381,1588519,627,307,676,328,2.965057,3.024307,492.7042,493.4881,0.4477986,0.5379037,0.3189309,0.5247079,0,0,652,318,,652,318,,0,,,,2230,657,329,1581381,102,,,,,,,,,
189350,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213746811,20170609_143746811,1581856,1588994,1148,345,-1,-1,3.017258,-1,495.3884,-1,0.4442801,0.5375779,-1,-1,0,4,1148,345,,1148,345,,0,,,,2231,1162,344,1581856,125,,,,,,,,,
189425,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213747437,20170609_143747437,1582482,1589619,1361,654,1441,602,3.186508,3.133408,500.1845,484.679,0.4432751,0.5397724,0.3154531,0.5263642,0,0,1401,628,,1401,628,,0,,,,2232,1400,636,1582482,115,,,,,,,,,
189468,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213747793,20170609_143747793,1582838,1589977,1423,468,1464,475,-1,-1,511.4127,486.6924,0.4424945,0.5391309,0.3152534,0.5256634,0,0,1444,472,,1444,472,,0,,,,2233,1438,464,1582838,218,,,,,,,,,
189497,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213748035,20170609_143748035,1583080,1590219,1374,456,1425,483,3.256577,3.19342,508.318,488.1472,0.4451201,0.5398514,0.317371,0.5269471,0,0,1400,470,,1400,470,,0,,,,2234,1399,462,1583080,280,,,,,,,,,
189534,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213748343,20170609_143748343,1583388,1590527,-1,-1,1204,329,-1,-1,-1,494.0652,-1,-1,0.3190914,0.526125,4,0,1204,329,,1204,329,,0,,,,2235,1182,324,1583388,227,,,,,,,,,
189583,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213748751,20170609_143748751,1583796,1590936,1387,449,-1,-1,-1,-1,509.8859,-1,0.4474365,0.5409016,-1,-1,0,4,1387,449,,1387,449,,0,,,,2236,1408,450,1583796,100,,,,,,,,,
189731,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213749986,20170609_143749986,1585030,1592169,-1,-1,604,341,-1,3.275452,-1,499.2943,-1,-1,0.3257352,0.5257358,4,0,604,341,,604,341,,0,,,,2237,602,339,1585030,100,,,,,,,,,
189816,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213750697,20170609_143750697,1585741,1592877,-1,-1,1147,259,-1,-1,-1,516.0345,-1,-1,0.3222241,0.5248666,4,0,1147,259,,1147,259,,0,,,,2238,1139,271,1585741,397,,,,,,,,,
189865,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213751105,20170609_143751105,1586149,1593285,1103,275,-1,-1,-1,-1,521.4691,-1,0.4530536,0.5392705,-1,-1,0,4,1103,275,,1103,275,,0,,,,2239,1138,285,1586149,166,,,,,,,,,
